Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,All_Star
8,Adri�n Morej�n*,26,SDP,NL,2.4,13,6,0.684,2.08,75,0,9,0,0,3,73.2,49,23,17,2,17,3,70,0,0,2,286,206,2.28,0.896,6,0.2,2.1,8.6,4.12,Yes
34,Robert Suarez,34,SDP,NL,2.3,4,6,0.4,2.97,70,0,56,0,0,40,69.2,47,24,23,6,16,2,75,2,0,1,269,144,2.88,0.904,6.1,0.8,2.1,9.7,4.69,Yes
54,Carlos Est�vez,32,KCR,AL,2.1,4,5,0.444,2.45,67,0,57,0,0,42,66,48,22,18,5,22,6,54,4,1,2,269,168,3.67,1.061,6.5,0.7,3,7.4,2.45,Yes
57,Aroldis Chapman*,37,BOS,AL,3.5,5,3,0.625,1.17,67,0,43,0,0,32,61.1,28,9,8,3,15,0,85,0,0,6,228,351,1.73,0.701,4.1,0.4,2.2,12.5,5.67,Yes
65,Jason Adam,33,SDP,NL,2.4,8,4,0.667,1.93,65,0,4,0,0,0,65.1,50,18,14,4,25,3,70,3,0,3,270,222,3.07,1.148,6.9,0.6,3.4,9.6,2.8,Yes
75,Andr�s Mu�oz,26,SEA,AL,2.4,3,3,0.5,1.73,64,0,47,0,0,38,62.1,36,18,12,2,28,3,83,4,0,7,254,219,2.43,1.027,5.2,0.3,4,12,2.96,Yes
82,Edwin D�az,31,NYM,NL,3,6,3,0.667,1.63,62,0,48,0,0,28,66.1,37,14,12,4,21,0,98,8,0,7,258,248,2.28,0.874,5,0.5,2.8,13.3,4.67,Yes
135,Randy Rodr�guez,25,SFG,NL,1.9,3,5,0.375,1.78,50,0,15,0,0,4,50.2,34,12,10,4,11,0,67,4,0,2,198,225,2.41,0.888,6,0.7,2,11.9,6.09,Yes
136,Trevor Megill,31,MIL,NL,1.5,6,3,0.667,2.49,50,0,44,0,0,30,47,36,16,13,3,17,3,60,0,0,2,192,168,2.5,1.128,6.9,0.6,3.3,11.5,3.53,Yes
147,Josh Hader*,31,HOU,AL,2.3,6,2,0.75,2.05,48,0,41,0,0,28,52.2,29,16,12,8,16,1,76,2,0,2,206,205,3.25,0.854,5,1.4,2.7,13,4.75,Yes
198,Logan Webb,28,SFG,NL,3.9,15,11,0.577,3.22,34,34,0,0,0,0,207,210,82,74,14,46,0,224,6,0,2,856,124,2.6,1.237,9.1,0.6,2,9.7,4.87,Yes
205,Carlos Rod�n*,32,NYY,AL,4.6,18,9,0.667,3.09,33,33,0,0,0,0,195.1,132,74,67,22,73,0,203,9,0,4,789,132,3.78,1.049,6.1,1,3.4,9.4,2.78,Yes
208,Yusei Kikuchi*,34,LAA,AL,3.3,7,11,0.389,3.99,33,33,0,0,0,0,178.1,180,87,79,24,74,3,174,3,0,8,772,107,4.23,1.424,9.1,1.2,3.7,8.8,2.35,Yes
209,Freddy Peralta,29,MIL,NL,5.5,17,6,0.739,2.7,33,33,0,0,0,0,176.2,124,54,53,21,66,0,204,9,2,4,723,154,3.65,1.075,6.3,1.1,3.4,10.4,3.09,Yes
224,Garrett Crochet*,26,BOS,AL,6.3,18,5,0.783,2.59,32,32,0,1,1,0,205.1,165,62,59,24,46,0,255,3,3,7,814,159,2.89,1.028,7.2,1.1,2,11.2,5.54,Yes
226,Max Fried*,31,NYY,AL,4.5,19,5,0.792,2.86,32,32,0,0,0,0,195.1,164,73,62,14,51,0,189,10,1,8,801,142,3.07,1.101,7.6,0.6,2.3,8.7,3.71,Yes
228,Paul Skenes,23,PIT,NL,7.6,10,10,0.5,1.97,32,32,0,1,0,0,187.2,136,45,41,11,42,0,216,6,0,2,733,217,2.36,0.948,6.5,0.5,2,10.4,5.14,Yes
232,Robbie Ray*,33,SFG,NL,2.8,11,8,0.579,3.65,32,32,0,1,0,0,182.1,148,81,74,22,73,0,186,4,1,7,755,109,3.93,1.212,7.3,1.1,3.6,9.2,2.55,Yes
249,Tarik Skubal*,28,DET,AL,6.6,13,6,0.684,2.21,31,31,0,1,1,0,195.1,141,55,48,18,33,0,241,5,2,3,748,187,2.45,0.891,6.5,0.8,1.5,11.1,7.3,Yes
251,Hunter Brown,26,HOU,AL,6.1,12,9,0.571,2.43,31,31,0,1,0,0,185.1,133,55,50,17,57,1,206,7,1,0,729,172,3.14,1.025,6.5,0.8,2.8,10,3.61,Yes
254,Matthew Boyd*,34,CHC,NL,2.6,14,8,0.636,3.21,31,31,0,0,0,0,179.2,154,69,64,19,42,0,154,9,0,2,718,120,3.65,1.091,7.7,1,2.1,7.7,3.67,Yes
258,Joe Ryan,29,MIN,AL,4.5,13,10,0.565,3.42,31,30,0,0,0,0,171,138,69,65,26,39,0,194,12,2,0,689,125,3.74,1.035,7.3,1.4,2.1,10.2,4.97,Yes
270,Drew Rasmussen,29,TBR,AL,4.5,10,5,0.667,2.76,31,31,0,0,0,0,150,116,47,46,18,37,1,127,5,0,3,585,149,3.84,1.02,7,1.1,2.2,7.6,3.43,Yes
276,Bryan Woo,25,SEA,AL,4.3,15,7,0.682,2.94,30,30,0,0,0,0,186.2,137,64,61,26,36,0,198,4,0,3,731,128,3.47,0.927,6.6,1.3,1.7,9.5,5.5,Yes
277,Yoshinobu Yamamoto,26,LAD,NL,5,12,8,0.6,2.49,30,30,0,0,0,0,173.2,113,53,48,14,59,0,201,3,0,5,684,167,2.94,0.99,5.9,0.7,3.1,10.4,3.41,Yes
278,Jacob deGrom,37,TEX,AL,2.9,12,8,0.6,2.97,30,30,0,0,0,0,172.2,122,57,57,26,37,0,185,3,0,3,669,123,3.65,0.921,6.4,1.4,1.9,9.6,5,Yes
279,David Peterson*,29,NYM,NL,1.4,9,6,0.6,4.22,30,30,0,1,1,0,168.2,166,84,79,11,65,1,150,7,1,3,723,95,3.49,1.37,8.9,0.6,3.5,8,2.31,Yes
280,MacKenzie Gore*,26,WSN,NL,3,5,15,0.25,4.17,30,30,0,0,0,0,159.2,152,75,74,20,64,0,185,5,0,12,680,98,3.74,1.353,8.6,1.1,3.6,10.4,2.89,Yes
293,Andrew Abbott*,26,CIN,NL,5.6,10,7,0.588,2.87,29,29,0,1,1,0,166.1,148,60,53,19,43,0,149,3,0,4,684,159,3.66,1.148,8,1,2.3,8.1,3.47,Yes
301,Shane Smith,25,CHW,AL,2.4,7,8,0.467,3.81,29,29,0,0,0,0,146.1,117,70,62,17,58,1,145,12,0,8,616,110,4.1,1.196,7.2,1,3.6,8.9,2.5,Yes
308,Casey Mize,28,DET,AL,1.7,14,6,0.7,3.87,28,28,0,0,0,0,149,153,68,64,21,36,1,139,3,0,2,627,107,3.89,1.268,9.2,1.3,2.2,8.4,3.86,Yes
356,Zack Wheeler,35,PHI,NL,5,10,5,0.667,2.71,24,24,0,1,0,0,149.2,107,48,45,19,33,0,195,8,0,2,585,163,3,0.935,6.4,1.1,2,11.7,5.91,Yes
372,Clayton Kershaw*,37,LAD,NL,1.6,11,2,0.846,3.36,23,22,0,0,0,0,112.2,102,46,42,8,35,0,84,2,1,5,463,124,3.55,1.216,8.1,0.6,2.8,6.7,2.4,Yes
401,Chris Sale*,36,ATL,NL,3.9,7,5,0.583,2.58,21,20,0,0,0,0,125.2,102,38,36,11,32,0,165,11,0,3,510,161,2.67,1.066,7.3,0.8,2.3,11.8,5.16,Yes
414,Kris Bubic*,27,KCR,AL,3.1,8,7,0.533,2.55,20,20,0,0,0,0,116.1,98,38,33,6,39,1,116,3,0,1,476,161,2.9,1.178,7.6,0.5,3,9,2.97,Yes
477,Jacob Misiorowski,23,MIL,NL,0.5,5,3,0.625,4.36,15,14,0,0,0,0,66,51,34,32,8,31,0,87,3,0,1,273,95,3.62,1.242,7,1.1,4.2,11.9,2.81,Yes
496,Shohei Ohtani,30,LAD,NL,1.1,1,1,0.5,2.87,14,14,0,0,0,0,47,40,15,15,3,9,0,62,0,0,10,188,145,1.9,1.043,7.7,0.6,1.7,11.9,6.89,Yes
1,Tyler Rogers,34,2TM,NL,2.4,4,6,0.4,1.98,81,0,13,0,0,0,77.1,66,20,17,4,7,0,48,1,0,0,299,203,2.88,0.944,7.7,0.5,0.8,5.6,6.86,No
2,Tony Santillan,28,CIN,NL,3,1,5,0.167,2.44,80,0,16,0,0,7,73.2,53,23,20,7,29,0,75,5,0,4,301,188,3.72,1.113,6.5,0.9,3.5,9.2,2.59,No
3,Brendon Little*,28,TOR,AL,1.1,4,2,0.667,3.03,79,0,4,0,0,1,68.1,48,28,23,2,45,4,91,2,1,7,295,141,2.92,1.361,6.3,0.3,5.9,12,2.02,No
4,Jeremiah Estrada,26,SDP,NL,1.2,4,5,0.444,3.45,77,0,7,0,0,3,73,58,31,28,12,27,2,108,3,0,3,304,124,3.55,1.164,7.2,1.5,3.3,13.3,4,No
5,Cade Smith,26,CLE,AL,0.9,8,5,0.615,2.93,76,0,30,0,0,16,73.2,55,31,24,4,19,3,104,4,2,3,300,143,1.96,1.005,6.7,0.5,2.3,12.7,5.47,No
6,Gabe Speier*,30,SEA,AL,1.4,4,3,0.571,2.61,76,0,4,0,0,0,62,43,19,18,5,11,1,82,5,0,1,243,145,2.31,0.871,6.2,0.7,1.6,11.9,7.45,No
7,Abner Uribe,25,MIL,NL,2.7,3,2,0.6,1.67,75,0,15,0,0,7,75.1,51,18,14,4,27,2,90,6,1,5,298,249,2.75,1.035,6.1,0.5,3.2,10.8,3.33,No
9,Scott Barlow,32,CIN,NL,0.7,6,3,0.667,4.21,75,1,8,0,0,1,68.1,50,35,32,8,45,3,75,6,0,2,303,109,4.7,1.39,6.6,1.1,5.9,9.9,1.67,No
10,Louis Varland,27,2TM,AL,1.7,4,3,0.571,2.97,74,1,8,0,0,0,72.2,65,27,24,6,22,1,75,2,0,0,296,145,3.14,1.197,8.1,0.7,2.7,9.3,3.41,No
11,Dylan Lee*,30,ATL,NL,1,2,4,0.333,3.29,74,0,6,0,0,2,68.1,53,27,25,13,14,1,76,0,3,3,266,126,4,0.98,7,1.7,1.8,10,5.43,No
12,John Schreiber,31,KCR,AL,0.5,3,3,0.5,3.8,74,0,8,0,0,1,64,57,29,27,10,19,1,62,1,0,2,265,108,4.17,1.188,8,1.4,2.7,8.7,3.26,No
13,Eduard Bazardo,29,SEA,AL,1.8,5,0,1,2.52,73,0,18,0,0,0,78.2,53,23,22,9,27,2,82,2,0,2,313,150,3.64,1.017,6.1,1,3.1,9.4,3.04,No
14,Tyler Kinley,34,2TM,NL,1.4,6,3,0.667,3.96,73,0,20,0,0,3,72.2,53,35,32,6,33,4,73,3,1,6,308,117,3.69,1.183,6.6,0.7,4.1,9,2.21,No
15,Hoby Milner*,34,TEX,AL,-0.6,3,4,0.429,3.84,73,0,10,0,0,0,70.1,68,35,30,5,21,3,58,2,0,0,293,95,3.39,1.265,8.7,0.6,2.7,7.4,2.76,No
16,Bryan Baker,30,2TM,AL,0.4,4,4,0.5,4.06,73,0,12,0,0,3,68.2,59,33,31,13,17,0,83,0,0,2,274,101,3.92,1.107,7.7,1.7,2.2,10.9,4.88,No
17,Hunter Gaddis,27,CLE,AL,1.1,2,2,0.5,3.11,73,0,8,0,0,3,66.2,58,24,23,8,21,2,73,1,0,2,274,135,3.5,1.185,7.8,1.1,2.8,9.9,3.48,No
18,Griffin Jax,30,2TM,AL,0.5,1,7,0.125,4.23,73,2,6,0,0,0,66,64,33,31,7,21,3,99,1,0,0,283,101,2.51,1.288,8.7,1,2.9,13.5,4.71,No
19,Jose A. Ferrer*,25,WSN,NL,0.1,4,4,0.5,4.48,72,0,18,0,0,11,76.1,81,41,38,5,16,1,71,7,0,6,324,92,3.03,1.271,9.6,0.6,1.9,8.4,4.44,No
20,Jhoan Duran,27,2TM,2LG,3.2,7,6,0.538,2.06,72,0,55,0,0,32,70,58,19,16,3,19,4,80,3,0,3,287,211,2.35,1.1,7.5,0.4,2.4,10.3,4.21,No
21,Brandon Eisert*,27,CHW,AL,0.4,3,8,0.273,4.39,72,3,14,0,0,2,69.2,75,36,34,12,25,6,74,5,1,3,306,96,4.54,1.435,9.7,1.6,3.2,9.6,2.96,No
22,Greg Weissert,30,BOS,AL,1.1,6,6,0.5,2.82,72,0,11,0,0,4,67,57,27,21,6,21,1,57,3,0,1,278,146,3.67,1.164,7.7,0.8,2.8,7.7,2.71,No
23,Jared Koenig*,31,MIL,NL,1.6,6,1,0.857,2.86,72,0,8,0,0,2,66,57,21,21,6,20,1,68,4,0,1,268,145,3.35,1.167,7.8,0.8,2.7,9.3,3.4,No
24,Shawn Armstrong,34,TEX,AL,1.5,4,3,0.571,2.31,71,2,22,0,0,9,74,40,21,19,5,20,0,74,6,0,3,284,159,3.07,0.811,4.9,0.6,2.4,9,3.7,No
25,Wandy Peralta*,33,SDP,NL,1.1,6,1,0.857,3.14,71,1,17,0,0,0,71.2,66,29,25,5,30,3,63,2,1,1,313,137,3.62,1.34,8.3,0.6,3.8,7.9,2.1,No
26,Jeff Hoffman,32,TOR,AL,0.5,9,7,0.563,4.37,71,0,59,0,0,33,68,54,34,33,15,27,1,84,4,0,2,287,98,4.9,1.191,7.1,2,3.6,11.1,3.11,No
27,Anthony Banda*,31,LAD,NL,0.9,5,1,0.833,3.18,71,1,15,0,0,0,65,45,23,23,8,34,6,61,2,0,7,268,131,4.52,1.215,6.2,1.1,4.7,8.4,1.79,No
28,Robert Garcia*,29,TEX,AL,0.4,4,8,0.333,2.95,71,0,25,0,0,9,64,58,26,21,8,22,2,68,1,1,1,269,124,3.71,1.25,8.2,1.1,3.1,9.6,3.09,No
29,Tyler Holton*,29,DET,AL,0.8,6,5,0.545,3.66,70,6,6,0,0,0,78.2,65,34,32,15,17,1,64,0,0,3,312,113,4.64,1.042,7.4,1.7,1.9,7.3,3.76,No
30,Carlos Vargas,25,SEA,AL,0,5,5,0.5,3.97,70,0,10,0,0,1,77,81,39,34,10,23,4,54,7,1,5,331,95,4.59,1.351,9.5,1.2,2.7,6.3,2.35,No
31,Edwin Uceta,27,TBR,AL,0.7,10,3,0.769,3.79,70,0,11,0,0,1,76,62,33,32,11,27,3,103,8,3,0,321,109,3.69,1.171,7.3,1.3,3.2,12.2,3.81,No
32,Bryan Abreu,28,HOU,AL,2.6,3,4,0.429,2.28,70,0,19,0,0,7,71,51,18,18,4,31,0,105,4,0,4,296,184,2.39,1.155,6.5,0.5,3.9,13.3,3.39,No
33,Dennis Santana,29,PIT,NL,2.7,4,5,0.444,2.18,70,0,34,0,0,16,70.1,44,18,17,5,17,0,60,3,0,0,270,197,3.21,0.867,5.6,0.6,2.2,7.7,3.53,No
35,Emilio Pag�n,34,CIN,NL,2,2,4,0.333,2.88,70,0,56,0,0,32,68.2,41,26,22,10,22,0,81,2,1,1,270,159,3.72,0.917,5.4,1.3,2.9,10.6,3.68,No
36,Raisel Iglesias,35,ATL,NL,1.3,4,6,0.4,3.21,70,0,57,0,0,29,67.1,51,25,24,8,16,2,73,2,0,0,266,130,3.31,0.995,6.8,1.1,2.1,9.8,4.56,No
37,Tim Hill*,35,NYY,AL,1.1,4,4,0.5,3.09,70,0,18,0,0,0,67,58,27,23,8,16,3,37,0,0,1,269,132,4.3,1.104,7.8,1.1,2.1,5,2.31,No
38,Caleb Ferguson*,28,2TM,2LG,0.9,5,4,0.556,3.58,70,0,4,0,0,0,65.1,54,27,26,2,22,3,51,6,0,1,270,116,3.26,1.163,7.4,0.3,3,7,2.32,No
39,Gregory Soto*,30,2TM,2LG,-0.1,1,5,0.167,4.18,70,0,13,0,0,1,60.1,62,33,28,4,24,1,70,11,0,10,279,97,3.42,1.425,9.2,0.6,3.6,10.4,2.92,No
40,Ronny Henriquez,25,MIA,NL,2.3,7,1,0.875,2.22,69,0,9,0,0,7,73,53,23,18,8,27,2,98,4,2,2,303,199,3.15,1.096,6.5,1,3.3,12.1,3.63,No
41,Cole Sands,27,MIN,AL,0.4,4,6,0.4,4.5,69,3,18,0,0,3,72,65,41,36,7,19,2,64,4,0,3,299,95,3.58,1.167,8.1,0.9,2.4,8,3.37,No
42,Tanner Banks*,33,PHI,NL,1.7,6,2,0.75,3.07,69,1,10,0,0,1,67.1,56,24,23,9,12,1,61,1,0,2,267,144,3.64,1.01,7.5,1.2,1.6,8.2,5.08,No
43,Camilo Doval,27,2TM,2LG,0.3,4,3,0.571,3.58,69,0,37,0,0,16,65.1,51,34,26,4,35,1,72,3,4,4,278,113,3.47,1.316,7,0.6,4.8,9.9,2.06,No
44,�ngel Zerpa*,25,KCR,AL,0.3,5,2,0.714,4.18,69,2,4,0,0,0,64.2,67,30,30,7,22,0,58,2,1,1,275,99,3.86,1.376,9.3,1,3.1,8.1,2.64,No
45,Brock Burke*,28,LAA,AL,1.5,7,1,0.875,3.36,69,1,14,0,0,0,61.2,58,24,23,8,18,4,52,3,1,0,257,128,4.16,1.232,8.5,1.2,2.6,7.6,2.89,No
46,Orion Kerkering,24,PHI,NL,0.9,8,4,0.667,3.3,69,0,12,0,0,4,60,55,28,22,6,27,3,65,4,0,5,266,134,3.82,1.367,8.3,0.9,4.1,9.8,2.41,No
47,Steven Okert*,33,HOU,AL,1.5,3,2,0.6,3.01,68,1,7,0,0,1,71.2,45,25,24,6,19,1,84,2,0,0,276,139,2.76,0.893,5.7,0.8,2.4,10.5,4.42,No
48,Brad Keller,29,CHC,NL,1.5,4,2,0.667,2.07,68,1,12,0,0,3,69.2,45,18,16,4,22,0,75,6,0,1,276,187,2.94,0.962,5.8,0.5,2.8,9.7,3.41,No
49,Bryan King*,28,HOU,AL,1.7,5,4,0.556,2.78,68,0,11,0,0,2,68,60,21,21,10,11,0,69,4,0,3,275,151,3.68,1.044,7.9,1.3,1.5,9.1,6.27,No
50,Jordan Leasure,26,CHW,AL,0.7,5,6,0.455,3.92,68,1,17,0,0,7,64.1,49,30,28,12,30,1,81,1,0,3,269,107,4.49,1.228,6.9,1.7,4.2,11.3,2.7,No
51,Ryan Walker,29,SFG,NL,0.1,5,7,0.417,4.11,68,0,36,0,0,17,61.1,60,32,28,4,18,2,60,8,2,1,266,97,3.3,1.272,8.8,0.6,2.6,8.8,3.33,No
52,Alex Vesia*,29,LAD,NL,1.1,4,2,0.667,3.02,68,0,11,0,0,5,59.2,37,21,20,9,22,3,80,5,0,3,237,138,3.77,0.989,5.6,1.4,3.3,12.1,3.64,No
53,Jack Dreyer*,26,LAD,NL,1.3,3,2,0.6,2.95,67,5,14,0,0,4,76.1,56,26,25,4,24,5,74,0,0,1,307,141,2.82,1.048,6.6,0.5,2.8,8.7,3.08,No
55,Seranthony Dom�nguez,30,2TM,AL,0.5,4,4,0.5,3.16,67,0,15,0,0,2,62.2,44,30,22,5,36,2,79,2,0,12,261,131,3.47,1.277,6.3,0.7,5.2,11.3,2.19,No
56,Devin Williams,30,NYY,AL,-0.3,4,6,0.4,4.79,67,0,29,0,0,18,62,45,37,33,5,25,1,90,4,0,4,259,85,2.68,1.129,6.5,0.7,3.6,13.1,3.6,No
58,Garrett Cleavinger*,31,TBR,AL,1.9,2,6,0.25,2.35,67,0,9,0,0,2,61.1,40,17,16,9,18,0,82,7,0,1,243,175,3.59,0.946,5.9,1.3,2.6,12,4.56,No
59,Caleb Thielbar*,38,CHC,NL,1.1,3,4,0.429,2.64,67,0,4,0,0,1,58,38,17,17,5,13,1,56,0,0,0,220,147,3,0.879,5.9,0.8,2,8.7,4.31,No
60,Yariel Rodr�guez,28,TOR,AL,1.4,3,2,0.6,3.08,66,1,17,0,0,2,73,50,26,25,8,34,3,66,6,2,2,298,139,4.4,1.151,6.2,1,4.2,8.1,1.94,No
61,Grant Anderson,28,MIL,NL,0.3,2,6,0.25,3.23,66,0,19,0,0,0,69.2,59,35,25,8,29,3,74,2,0,0,299,129,3.84,1.263,7.6,1,3.7,9.6,2.55,No
62,Tommy Kahnle,35,DET,AL,-0.1,1,5,0.167,4.43,66,0,16,0,0,9,63,51,32,31,8,31,0,50,1,0,3,267,94,4.72,1.302,7.3,1.1,4.4,7.1,1.61,No
63,Matt Strahm*,33,PHI,NL,2,2,3,0.4,2.74,66,0,19,0,0,6,62.1,47,22,19,5,20,1,70,2,0,3,256,161,2.99,1.075,6.8,0.7,2.9,10.1,3.5,No
64,Enyel De Los Santos,29,2TM,2LG,0.1,6,3,0.667,4.36,65,0,9,0,0,0,66,61,35,32,7,24,2,62,2,1,2,280,96,3.82,1.288,8.3,1,3.3,8.5,2.58,No
66,JoJo Romero*,28,STL,NL,1.7,4,6,0.4,2.07,65,0,16,0,0,8,61,47,21,14,2,29,5,55,2,0,2,255,200,3.28,1.246,6.9,0.3,4.3,8.1,1.9,No
67,Calvin Faucher,29,MIA,NL,0.8,4,4,0.5,3.28,65,0,29,0,0,15,60.1,53,27,22,8,24,0,59,3,0,2,255,135,4.25,1.276,7.9,1.2,3.6,8.8,2.46,No
68,Pierce Johnson,34,ATL,NL,1.1,3,3,0.5,3.05,65,0,13,0,0,1,59,52,21,20,8,19,2,59,1,0,2,238,137,3.92,1.203,7.9,1.2,2.9,9,3.11,No
69,Yennier Cano,31,BAL,AL,-0.4,3,7,0.3,5.12,65,0,11,0,0,2,58,62,36,33,7,24,1,53,3,1,2,251,79,4.27,1.483,9.6,1.1,3.7,8.2,2.21,No
70,Ryne Stanek,33,NYM,NL,-1,4,6,0.4,5.3,65,0,17,0,0,3,56,56,39,33,7,32,0,58,0,0,5,255,76,4.4,1.571,9,1.1,5.1,9.3,1.81,No
71,Will Vest,30,DET,AL,1.7,6,5,0.545,3.01,64,0,40,0,0,23,68.2,61,26,23,4,22,1,75,1,0,4,284,138,2.71,1.209,8,0.5,2.9,9.8,3.41,No
72,Luke Weaver,31,NYY,AL,0.8,4,4,0.5,3.62,64,0,17,0,0,8,64.2,46,28,26,10,20,1,72,1,0,1,262,113,3.89,1.021,6.4,1.4,2.8,10,3.6,No
73,Keegan Akin*,30,BAL,AL,0.9,5,4,0.556,3.41,64,3,18,0,0,8,63.1,54,28,24,10,33,2,59,1,0,2,268,118,4.94,1.374,7.7,1.4,4.7,8.4,1.79,No
74,David Bednar,30,2TM,2LG,2.2,6,5,0.545,2.3,64,0,51,0,0,27,62.2,46,18,16,4,19,2,86,1,0,4,251,184,2.18,1.037,6.6,0.6,2.7,12.4,4.53,No
76,Jackson Rutledge,26,WSN,NL,-0.5,4,2,0.667,5.77,63,0,17,0,0,0,73.1,87,49,47,16,24,0,65,7,0,6,330,71,5.47,1.514,10.7,2,2.9,8,2.71,No
77,Phil Maton,32,2TM,2LG,1.3,4,5,0.444,2.79,63,0,22,0,0,5,61.1,42,21,19,3,23,2,81,7,0,1,248,143,2.6,1.06,6.2,0.4,3.4,11.9,3.52,No
78,Nick Mears,28,MIL,NL,0.5,5,3,0.625,3.49,63,0,4,0,0,1,56.2,42,25,22,7,13,1,46,1,0,2,221,119,3.86,0.971,6.7,1.1,2.1,7.3,3.54,No
79,Matt Festa,32,CLE,AL,-0.2,5,4,0.556,4.12,63,0,5,0,0,0,54.2,44,29,25,4,15,2,56,5,1,1,226,102,3.14,1.079,7.2,0.7,2.5,9.2,3.73,No
80,Kyle Leahy,28,STL,NL,1.5,4,2,0.667,3.07,62,1,12,0,0,1,88,80,32,30,5,28,1,80,1,0,5,363,134,3.05,1.227,8.2,0.5,2.9,8.2,2.86,No
81,Garrett Whitlock,29,BOS,AL,2.4,7,3,0.7,2.25,62,0,9,0,0,1,72,54,21,18,2,24,2,91,5,0,3,293,183,2.18,1.083,6.8,0.3,3,11.4,3.79,No
83,Graham Ashcraft,27,CIN,NL,0.3,8,5,0.615,3.99,62,0,5,0,0,0,65.1,68,37,29,2,25,0,64,0,0,5,284,115,2.72,1.423,9.4,0.3,3.4,8.8,2.56,No
84,Kenley Jansen,37,LAA,AL,2.4,5,4,0.556,2.59,62,0,47,0,0,29,59,37,18,17,8,19,2,57,1,3,0,234,165,3.98,0.949,5.6,1.2,2.9,8.7,3,No
85,Ryan Zeferjahn,27,LAA,AL,0.6,6,5,0.545,4.74,62,1,7,0,0,2,57,49,31,30,12,35,3,73,4,0,3,257,90,5.36,1.474,7.7,1.9,5.5,11.5,2.09,No
86,Reid Detmers*,25,LAA,AL,1.3,5,3,0.625,3.96,61,0,7,0,0,3,63.2,58,29,28,6,25,4,80,2,0,2,266,108,3.12,1.304,8.2,0.8,3.5,11.3,3.2,No
87,Yuki Matsui*,29,SDP,NL,0.6,3,1,0.75,3.98,61,0,19,0,0,1,63.1,53,29,28,10,33,2,61,1,0,5,272,108,4.87,1.358,7.5,1.4,4.7,8.7,1.85,No
88,Lucas Erceg,30,KCR,AL,1.5,8,4,0.667,2.64,61,0,10,0,0,2,61.1,54,19,18,4,18,3,48,4,0,3,249,156,3.49,1.174,7.9,0.6,2.6,7,2.67,No
89,Pete Fairbanks,31,TBR,AL,1.2,4,5,0.444,2.83,61,0,48,0,0,27,60.1,45,22,19,7,18,0,59,1,0,2,244,145,3.63,1.044,6.7,1,2.7,8.8,3.28,No
90,Jalen Beeks*,31,ARI,NL,0.9,5,3,0.625,3.77,61,2,10,0,0,1,57.1,42,26,24,6,20,2,47,2,0,1,231,115,4.01,1.081,6.6,0.9,3.1,7.4,2.35,No
91,Tanner Scott*,30,LAD,NL,-0.6,1,4,0.2,4.74,61,0,33,0,0,23,57,54,33,30,11,18,2,60,4,0,2,238,88,4.7,1.263,8.5,1.7,2.8,9.5,3.33,No
92,Justin Wilson*,37,BOS,AL,0.3,4,1,0.8,3.35,61,0,3,0,0,0,48.1,48,22,18,3,20,3,57,2,0,3,207,123,2.95,1.407,8.9,0.6,3.7,10.6,2.85,No
93,Mason Miller,26,2TM,2LG,2.1,1,2,0.333,2.63,60,0,37,0,0,22,61.2,28,19,18,5,28,2,104,1,1,3,234,162,2.23,0.908,4.1,0.7,4.1,15.2,3.71,No
94,Jimmy Herget,31,COL,NL,3,1,2,0.333,2.48,59,0,9,0,0,0,83.1,72,24,23,6,26,1,81,7,2,2,347,196,3.32,1.176,7.8,0.6,2.8,8.7,3.12,No
95,Justin Sterner,28,ATH,AL,1.5,4,3,0.571,3.18,59,1,8,0,0,0,65,47,24,23,10,21,2,70,7,0,1,266,132,4.27,1.046,6.5,1.4,2.9,9.7,3.33,No
96,Rafael Montero,34,3TM,2LG,-0.1,1,2,0.333,4.48,59,0,23,0,0,0,60.1,42,34,30,5,37,2,58,0,0,0,253,94,4.13,1.309,6.3,0.7,5.5,8.7,1.57,No
97,Steven Wilson,30,CHW,AL,1.2,2,2,0.5,3.42,59,0,23,0,0,2,55.1,50,21,21,7,22,2,51,3,0,2,241,123,4.29,1.301,8.1,1.1,3.6,8.3,2.32,No
98,Mark Leiter Jr.,34,NYY,AL,-0.6,6,7,0.462,4.84,59,0,11,0,0,2,48.1,57,31,26,5,17,0,54,4,0,8,219,84,3.55,1.531,10.6,0.9,3.2,10.1,3.18,No
99,Ryan Helsley,30,2TM,NL,0.1,3,4,0.429,4.5,58,0,36,0,0,21,56,61,32,28,8,25,3,63,1,0,7,252,92,4.14,1.536,9.8,1.3,4,10.1,2.52,No
100,Reed Garrett,32,NYM,NL,0.4,3,6,0.333,3.9,58,1,8,0,0,3,55.1,47,27,24,5,26,2,64,1,0,3,238,104,3.46,1.319,7.6,0.8,4.2,10.4,2.46,No
101,Luis Garc�a,38,3TM,2LG,0.8,2,2,0.5,3.42,58,0,15,0,0,2,55.1,55,23,21,2,26,5,48,0,0,9,233,125,3.28,1.464,8.9,0.3,4.2,7.8,1.85,No
102,Daniel Lynch IV*,28,KCR,AL,1.3,6,2,0.75,3.06,57,2,8,0,0,1,67.2,66,24,23,8,26,1,45,6,0,1,289,135,4.76,1.36,8.8,1.1,3.5,6,1.73,No
